id	artist	album	year	lane	secondary	priority	start_here	lineage
A0171	Haley Heynderickx	I Need to Start a Garden	2018	C5		Essential		Emerged from Portland, Oregon's folk circuit; later plainspoken songwriters such as Lily Seabird sound indebted to its patient observation.
A0172	Jessica Risker	I See You Among the Stars	2018	C5		Deep cut		Predates Risker's more ornate, psychedelic later work (Calendar Year) and sounds of a piece with Chicago's hushed folk scene.
A0173	Joan Shelley	Rivers & Vessels	2018	C5		Deep cut		A stopgap independent release showing Shelley's steady, unhurried songwriting pace.
A0174	Saintseneca	Pillar of Na	2018	C5		Recommended		Zac Little's Columbus, OH string-band project, drawing on Appalachian instrumentation (balalaika, dulcimer, mandolin) filtered through indie folk-rock.
A0175	Big Thief	Two Hands	2019	C5		Essential		The heavier, more grounded counterpart to U.F.O.F., closer to the band's live sound.
A0176	Big Thief	U.F.O.F.	2019	C5		Essential		Shows the band pulling folk songwriting toward atmosphere and space, a contrast to the rockier Two Hands released the same year.
A0177	Billie Marten	Feeding Seahorses by Hand	2019	C5		Deep cut		Continues the debut's hushed folk approach before Marten's move to Fiction Records for Flora Fauna.
A0178	Charlotte Cornfield	The Shape of Your Name	2019	C5		Deep cut		Bridges Cornfield's earlier folk-rock records and the sharper, Tom Petty-esque songwriting of Could Have Done Anything.
A0179	Erin Durant	Islands	2019	C5		Deep cut		Sounds indebted to '70s piano-and-guitar singer-songwriter craft more than to the folk revival, sitting at the jazzier edge of 2010s indie folk.
A0180	Jessica Pratt	Quiet Signs	2019	C5		Recommended		Her Mexican Summer debut, expanding her sound just ahead of Here in the Pitch.
A0181	Joan Shelley	Like the River Loves the Sea	2019	C5		Recommended		Follows her self-titled record on No Quarter, keeping the same patient, guitar-centered approach.
A0182	Julia Jacklin	Crushing	2019	C5		Essential		Sits alongside Australian songwriters such as Stella Donnelly and, later, Maple Glider in plainspoken, folk-rooted heartbreak writing.
A0183	Ohtis	Curve of Earth	2019	C5	C2	Recommended		Its dark, lived-in country-folk storytelling sounds akin to rural-leaning indie bands like Wednesday.
A0184	Shannon Lay	August	2019	C5		Recommended		Marks Lay's move from Feels' punk records into a dedicated solo folk career.
A0185	Stella Donnelly	Beware of the Dogs	2019	C5		Essential		Grew out of Donnelly's 2017 Thrush Metal EP and the Perth DIY scene; part of the same wry Australian singer-songwriter lineage as Julia Jacklin.
A0186	Tiny Ruins	Olympic Girls	2019	C5		Recommended		Grew from Fullbrook's solo Tiny Ruins recordings into a full band; sounds akin to Southern Hemisphere songwriters like Julia Jacklin.
A0187	Adrianne Lenker	instrumentals	2020	C5		Deep cut		A rare instrumental branch of the folk-songwriting lineage, released as a direct pair with songs.
A0188	Adrianne Lenker	songs	2020	C5		Essential		Deepens the solo-cabin-recording strand of folk songwriting, released alongside its instrumental companion piece the same day.
A0189	Allegra Krieger	The Joys of Forgetting	2020	C5		Deep cut		The start of Krieger's run of prolific, mortality-fixated songwriting that continues through I Keep My Feet on the Fragile Plane and Art of the Unseen Infinity Machine.
A0190	Bonny Light Horseman	Bonny Light Horseman	2020	C5		Essential		A modern-folk supergroup drawing directly on the Child ballad and Appalachian folk-revival tradition, feeding into the wider Big Thief-adjacent folk circle via shared label 37d03d.
A0191	Courtney Marie Andrews	Old Flowers	2020	C5	C6	Essential		Sounds indebted to 1970s Laurel Canyon songwriting (Ronstadt, Mitchell), carried into the modern indie-folk scene; her later records lean further into full-band cosmic country.
A0192	Natalie Jane Hill	Azalea	2020	C5		Recommended		Sounds rooted in the American Primitive fingerstyle tradition, opening onto her fuller-band later records.
A0193	Rae Fitzgerald	Lonely Listener	2020	C5		Deep cut		Sounds akin to the hushed, Bandcamp-era indie folk of artists like Julia Lucille.
A0194	Adeline Hotel	Good Timing	2021	C5		Deep cut		Sounds akin to a small Brooklyn songwriter circle around Ruination Record Co.; fingerpicked folk with a deadpan streak.
A0195	Billie Marten	Flora Fauna	2021	C5		Recommended		Marks Marten's move from RCA to Fiction and a fuller, more grounded folk-pop sound.
A0196	Charlotte Cornfield	Highs in the Minuses	2021	C5		Deep cut		Sits between The Shape of Your Name and the more widely reviewed Could Have Done Anything.
A0197	Hand Habits	Fun House	2021	C5		Recommended		Duffy came up as an in-demand guitarist for Kevin Morby and War on Drugs before Hand Habits' own records; Fun House marks the point where the project moved from insular bedroom folk toward fuller studio arrangements.
A0198	Karima Walker	Waking the Dreaming Body	2021	C5	C8	Deep cut		A joint release between Keeled Scales and Orindal Records, connecting Tucson's desert-folk scene to both labels' networks.
A0199	Katy Kirby	Cool Dry Place	2021	C5		Essential		Established Kirby as a defining voice of the 2020s indie-folk wave that runs from Nashville through Big Thief's circle.
A0200	Le Ren	Leftovers	2021	C5		Recommended		Montreal songwriter whose spare, direct folk songwriting fits the same lineage as Gillian Welch by way of Joni Mitchell.
A0201	Macie Stewart	Mouth Full of Glass	2021	C5		Deep cut		Grows out of Chicago's overlapping indie-folk/experimental scene, tied to Orindal labelmates Gia Margaret and Macie Stewart's other Chicago projects.
A0202	Maple Glider	To Enjoy Is the Only Thing	2021	C5		Recommended		Launched Zietsch's solo folk career on Pieater/Partisan.
A0203	Mega Bog	Life, and Another	2021	C5	C8	Deep cut		Connected to the Big Thief/indie-folk network via Krivchenia's production; sits at the arty edge of the twangy indie-folk lane.
A0204	Natalie Jane Hill	Solely	2021	C5		Recommended		Follows Azalea, expanding her palette ahead of the full-band Hopeful Woman.
A0205	Rachel Baiman	Cycles	2021	C5		Recommended		Solo record marking Baiman's move from Free Dirt to Signature Sounds.
A0206	Renée Reed	Renée Reed	2021	C5		Deep cut		Draws on South Louisiana's French-language song tradition, while its hushed production sounds akin to Bandcamp-era indie folk.
A0207	villagerrr	Come Down	2021	C5		Deep cut		The starting point of villagerrr's prolific 2021-2022 run of quiet Bandcamp uploads that eventually led to Like Leaves.
A0208	The Weather Station	Ignorance	2021	C5		Essential		Tamara Lindeman's long-running Toronto folk project, moving from 2000s singer-songwriter records toward the more expansive, band-driven indie folk of its 2020s run.
A0209	Will Stratton	The Changing Wilderness	2021	C5		Recommended		Continues Stratton's Bella Union run of chamber-folk records that sound descended from Nick Drake and American Primitive guitar playing.
A0210	Big Thief	Dragon New Warm Mountain I Believe in You	2022	C5		Essential	Y	The most expansive Big Thief statement; its storytelling sounds indebted to Gillian Welch-style folk while the band pushes outward.
A0211	Bonny Light Horseman	Rolling Golden Holy	2022	C5		Recommended		Continues Bonny Light Horseman's folk-revival project between Mitchell, Johnson (Fruit Bats) and Kaufman (Muzz, The National circle).
A0212	Charlie Reed	Eddy	2022	C5		Deep cut		Part of the Earth Libraries roster's patient, string-laced strand of Midwest indie folk.
A0213	Field Medic	grow your hair long if you're wanting to see something that you can change	2022	C5		Recommended		A turning point in Field Medic's long-running lo-fi folk catalog toward studio production, made just before the more electronic light is gone 2.
A0214	Georgia Harmer	Stay in Touch	2022	C5		Recommended		Niece of Canadian roots singer Sarah Harmer, carrying that family's songwriting into a 2020s indie-folk idiom on the Arts & Crafts roster.
A0215	Jo Schornikow	ALTAR	2022	C5	C8	Deep cut		A session-musician's turn to solo songwriting, closer in spirit to the piano-based end of indie folk/slowcore than to any single scene.
A0216	Joan Shelley	The Spur	2022	C5		Recommended		Extends the Louisville folk partnership with Salsburg that runs through her whole catalog.
A0217	Julia Jacklin	Pre Pleasure	2022	C5		Essential		The clearest overlap between Jacklin's pop-folk songwriting and Core's twangy indie-folk sound; sounds akin to Maple Glider's I Get Into Trouble.
A0218	Marina Allen	Centrifics	2022	C5		Recommended		Los Angeles songwriter whose delicate, literary folk sounds akin to Weyes Blood and Cate Le Bon's circle.
A0219	Renata Zeiguer	Picnic in the Dark	2022	C5		Deep cut		Brooklyn songwriter whose Northern Spy records fold bossa nova and folk into a spectral sound akin to Timber Timbre.
A0220	Sadurn	Radiator	2022	C5		Recommended		Grew from DeGroot's lo-fi Philadelphia DIY recordings into a full band; part of the Philly indie-folk scene alongside Greg Mendez.
A0221	Stella Donnelly	Flood	2022	C5		Recommended		Follow-up to Beware of the Dogs, self-released after leaving Secretly Canadian.
A0222	Tenci	A Swollen River, A Well Overflowing	2022	C5		Recommended		Follows My Heart Is an Open Field on the same Keeled Scales label, part of the Chicago DIY-folk scene that also includes Lomelda collaborators and Jessica Risker.
A0223	TOLEDO	How It Ends	2022	C5	C1	Recommended		Duo songwriting that sounds indebted to Elliott Smith and Golden Daze.
A0224	villagerrr	brain pain	2022	C5		Deep cut		One of villagerrr's self-released 2022 albums, made before Like Leaves began attracting outside notice.
A0225	villagerrr	Like Leaves	2022	C5		Recommended		Preceded villagerrr's move to Darling Recordings for Tear Your Heart Out.
A0226	villagerrr	OHIOAN	2022	C5		Recommended		Part of villagerrr's prolific 2022 run; its regional specificity anticipates the Midwestern focus of Tear Your Heart Out and Carousel.
A0227	villagerrr	Something or Somewhere Else	2022	C5		Deep cut		One of several quickly uploaded 2022 releases that built villagerrr's early catalog.
A0228	The Weather Station	How Is It That I Should Look at the Stars	2022	C5		Recommended		Tamara Lindeman's long-running Toronto folk project, moving from 2000s singer-songwriter records toward the more expansive, band-driven indie folk of its 2020s run.
A0229	Abbey Blackwell	My Maze	2023	C5		Deep cut		Blackwell is best known as a bassist; My Maze established her as a songwriter in her own right ahead of Big Big Motion and Dream a Day.
A0230	Allegra Krieger	I Keep My Feet on the Fragile Plane	2023	C5		Essential		Krieger's writing here sits among the strongest plainspoken songwriting of her generation, ahead of the following year's Art of the Unseen Infinity Machine.
A0231	Billie Marten	Drop Cherries	2023	C5		Recommended		Continues Marten's Fiction-era run toward fuller, twangier folk arrangements ahead of Dog Eared.
A0232	Charlie Hill	Chuck Pond	2023	C5	C6	Recommended		Sounds close to the Burlington, Vermont indie-country crew (Greg Freeman, Lily Seabird, Dari Bay), with more Laurel Canyon polish.
A0233	Charlotte Cornfield	Could Have Done Anything	2023	C5		Recommended		The culmination of Cornfield's steady solo run after Highs in the Minuses.
A0234	Dean Johnson	Nothing for Me, Please	2023	C5	C3	Recommended		Sits in the singer-songwriter lineage of 1970s country balladeers, adopted by the 2020s indie-folk scene via Mama Bird's Pacific Northwest roster.
A0235	Field Medic	light is gone 2	2023	C5		Recommended		Marks Field Medic's digital-recording pivot away from acoustic four-track folk, released less than a year after grow your hair long.
A0236	Fran	Leaving	2023	C5		Recommended		Sounds akin to Chicago's hushed, folk-leaning strand of indie rock.
A0237	Free Range	Practice	2023	C5		Recommended		Sits in the Chicago DIY folk scene near Jessica Risker and Hannah Frances; its hushed intimacy sounds indebted to Elliott Smith and Lomelda.
A0238	Greg Mendez	Greg Mendez	2023	C5		Recommended		Mendez has been a fixture of the Philadelphia basement-show scene for years; this self-titled record brought him wider indie attention.
A0239	Hazel City	Old Friend	2023	C5		Deep cut		A Gary, Indiana bedroom-folk project that grew out of the same Bandcamp DIY networks as Chicago's indie-folk scene, laying groundwork for the fuller-band goblynmarkytt.
A0240	Helena Deland	Goodnight Summerland	2023	C5		Deep cut		A Montreal singer-songwriter lineage that runs parallel to Ada Lea and other Canadian indie-folk artists of the same scene.
A0241	Jana Horn	The Window Is The Dream	2023	C5		Recommended		Shares the No Quarter label with Joan Shelley, and its hushed, literary folk sounds closely related to hers.
A0242	Kara Jackson	Why Does the Earth Give Us People to Love?	2023	C5		Essential		Part of the Chicago folk scene alongside Free Range, Jessica Risker and Hannah Frances; Jackson is also a former National Youth Poet Laureate.
A0243	Kassi Valazza	Kassi Valazza Knows Nothing	2023	C5		Recommended		Sounds akin to current country-folk revivalists such as Erin Rae and Le Ren, ahead of From Newman Street.
A0244	Mali Velasquez	I'm Green	2023	C5		Recommended		Sounds close to Katy Kirby, working the space between quiet acoustic folk and full-band indie rock.
A0245	Maple Glider	I Get into Trouble	2023	C5		Recommended		Second album, continuing Maple Glider's confessional Australian indie-folk songwriting.
A0246	Rachel Baiman	Common Nation of Sorrow	2023	C5		Recommended		Continues Baiman's politically engaged Americana songwriting on Signature Sounds.
A0247	Sunny War	Anarchist Gospel	2023	C5		Essential		Grew from War's Venice Beach busking roots into a full-band Americana sound; its punk-inflected roots music sounds akin to Sadurn.
